summary_type,condition,cleanup,feature_type,count,final_test_accuracy_mean,final_test_accuracy_std,final_test_accuracy_sem,final_test_accuracy_min,final_test_accuracy_median,final_test_accuracy_max,final_test_accuracy,grammar,state_tracking_accuracy_mean,state_tracking_accuracy_std,state_tracking_accuracy_sem,state_tracking_accuracy_min,state_tracking_accuracy_median,state_tracking_accuracy_max,state_tracking_accuracy,transition_accuracy_mean,transition_accuracy_std,transition_accuracy_sem,transition_accuracy_min,transition_accuracy_median,transition_accuracy_max,transition_accuracy,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy,write_fraction,episode,test_accuracy_mean,test_accuracy_std,test_accuracy_sem,test_accuracy_min,test_accuracy_median,test_accuracy_max,test_accuracy,seen_in_training,correct_float_mean,correct_float_std,correct_float_sem,correct_float_min,correct_float_median,correct_float_max,correct_float
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.9642,0.052737083726728765,0.02358474082961269,0.875,0.988,1.0,0.9642,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,0.632,0.2649424465803847,0.11848586413576936,0.337,0.5,0.948,0.632,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.6436,0.19663239814435463,0.08793668176591608,0.5,0.5,0.859,0.6436,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.5766,0.17128280707648388,0.07659999999999999,0.5,0.5,0.883,0.5766,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.7178,0.20662332878936976,0.09240476178206401,0.5,0.758,0.948,0.7178,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,0.4316542740625823,0.3275204547621886,0.03914618176739788,0.039039408866995,0.3512262992008498,1.0,0.4316542740625823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,0.40285262954201034,0.32028193854954523,0.03828101360074967,0.0,0.3361636892712295,1.0,0.40285262954201034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,state_shaped_rl,hopfield,exact_pair,35,,,,,,,,,0.8004482257306123,0.27618851464042765,0.046684379651101324,0.0426442743064131,0.935056265496853,1.0,0.8004482257306123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,state_shaped_rl,hopfield,hashed_pair,35,,,,,,,,,0.8211091818018109,0.25136957595335274,0.04248921332525581,0.111166048619695,0.9223394984022464,1.0,0.8211091818018109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,state_shaped_rl,nearest,exact_pair,35,,,,,,,,,0.810525660557719,0.26941415715923905,0.04553930424144562,0.2329942503317116,0.9536914963744232,1.0,0.810525660557719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,state_shaped_rl,nearest,hashed_pair,35,,,,,,,,,0.7712314152261345,0.2365759352575564,0.03998863164986038,0.1785055690787047,0.8321418624083187,1.0,0.7712314152261345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,supervised_baseline,hopfield,exact_pair,35,,,,,,,,,0.9999788197156779,6.408820823878878e-05,1.0832884374187901e-05,0.99975280158207,1.0,1.0,0.9999788197156779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,supervised_baseline,hopfield,hashed_pair,35,,,,,,,,,0.8159797639491762,0.1960103578543706,0.033131797582296084,0.4838082353935909,0.8774087343855912,1.0,0.8159797639491762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,supervised_baseline,nearest,exact_pair,35,,,,,,,,,0.999889965224734,0.0004478284836614932,7.569682967102618e-05,0.9976926246394726,1.0,1.0,0.999889965224734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,supervised_baseline,nearest,hashed_pair,35,,,,,,,,,0.8640291964499122,0.1881893986015974,0.031809814184588156,0.4149172635218572,1.0,1.0,0.8640291964499122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,terminal_rl,hopfield,exact_pair,35,,,,,,,,,0.37657252719380835,0.33039064184058525,0.05584621133481121,0.0,0.3332472229398088,1.0,0.37657252719380835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,terminal_rl,hopfield,hashed_pair,35,,,,,,,,,0.3211326844598653,0.29811797133213436,0.05039113437647746,0.0,0.2200339308106513,1.0,0.3211326844598653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,terminal_rl,nearest,exact_pair,35,,,,,,,,,0.40158963226081157,0.33558809340028023,0.05672474099469553,0.0031311799604482,0.3567213114754098,1.0,0.40158963226081157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_tracking_by_condition,terminal_rl,nearest,hashed_pair,35,,,,,,,,,0.4550476834971184,0.3314836934939977,0.05603097078591513,0.0133741357814802,0.4780834621329212,1.0,0.4550476834971184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,0.4268424036281179,0.2818436055126954,0.033686754066673034,0.0317460317460317,0.3333333333333333,1.0,0.4268424036281179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,0.40238095238095234,0.28994724474379574,0.03465532421154661,0.0,0.3333333333333333,1.0,0.40238095238095234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,state_shaped_rl,hopfield,exact_pair,35,,,,,,,,,,,,,,,,0.8112244897959183,0.26061559489244035,0.04405207577438988,0.0158730158730158,0.9166666666666666,1.0,0.8112244897959183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,state_shaped_rl,hopfield,hashed_pair,35,,,,,,,,,,,,,,,,0.8101473922902495,0.24608387157743428,0.04159576621674689,0.0793650793650793,0.9166666666666666,1.0,0.8101473922902495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,state_shaped_rl,nearest,exact_pair,35,,,,,,,,,,,,,,,,0.8584467120181407,0.14451229448303848,0.02442703610858406,0.5873015873015873,0.875,1.0,0.8584467120181407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,state_shaped_rl,nearest,hashed_pair,35,,,,,,,,,,,,,,,,0.7967687074829933,0.18119524646916615,0.030627586697999597,0.5,0.8333333333333334,1.0,0.7967687074829933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,supervised_baseline,hopfield,exact_pair,35,,,,,,,,,,,,,,,,0.9709750566893423,0.0827911949691873,0.01399426613645336,0.6984126984126984,1.0,1.0,0.9709750566893423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,supervised_baseline,hopfield,hashed_pair,35,,,,,,,,,,,,,,,,0.8791383219954649,0.1335659418117122,0.022576764801798006,0.6190476190476191,0.9166666666666666,1.0,0.8791383219954649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,supervised_baseline,nearest,exact_pair,35,,,,,,,,,,,,,,,,0.9727891156462584,0.0771465293062491,0.013040143496142924,0.7301587301587301,1.0,1.0,0.9727891156462584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,supervised_baseline,nearest,hashed_pair,35,,,,,,,,,,,,,,,,0.9009637188208617,0.12375943488522566,0.020919162591209052,0.6349206349206349,1.0,1.0,0.9009637188208617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,terminal_rl,hopfield,exact_pair,35,,,,,,,,,,,,,,,,0.38475056689342396,0.3060248419128593,0.05172763943905494,0.0,0.25,1.0,0.38475056689342396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,terminal_rl,hopfield,hashed_pair,35,,,,,,,,,,,,,,,,0.31275510204081625,0.27045592623219245,0.04571539535433585,0.0,0.25,1.0,0.31275510204081625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,terminal_rl,nearest,exact_pair,35,,,,,,,,,,,,,,,,0.3941043083900226,0.3223160556223804,0.0544813571553136,0.0,0.3333333333333333,1.0,0.3941043083900226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_accuracy_by_condition,terminal_rl,nearest,hashed_pair,35,,,,,,,,,,,,,,,,0.40017006802721083,0.3157391525671492,0.05336965763530047,0.0,0.3333333333333333,1.0,0.40017006802721083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,0.4323915252153939,0.2962680102606591,0.03541080018941154,0.0,0.4166666666666667,1.0,0.4323915252153939,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,0.4320231325166995,0.29496492805418667,0.0352550520760625,0.0,0.375,1.0,0.4320231325166995,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,state_shaped_rl,hopfield,exact_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.818969883266689,0.25078354357064053,0.04239015577292423,0.0208333333333333,0.9166666666666666,1.0,0.818969883266689,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,state_shaped_rl,hopfield,hashed_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.8123436641737439,0.24088812697167547,0.04071752508473893,0.1020408163265306,0.9166666666666666,1.0,0.8123436641737439,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,state_shaped_rl,nearest,exact_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.8743598681708707,0.12373965662778766,0.020915819455524086,0.6666666666666666,0.875,1.0,0.8743598681708707,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,state_shaped_rl,nearest,hashed_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.7957580943162134,0.18278821801916528,0.030896848034628246,0.4772727272727273,0.8333333333333334,1.0,0.7957580943162134,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,supervised_baseline,hopfield,exact_pair,35,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,supervised_baseline,hopfield,hashed_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.8880205272396932,0.11937033097731439,0.0201772686227657,0.625,0.9166666666666666,1.0,0.8880205272396932,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,supervised_baseline,nearest,exact_pair,35,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,supervised_baseline,nearest,hashed_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.9094118872845582,0.10891926685704074,0.018410716361227736,0.7045454545454546,1.0,1.0,0.9094118872845582,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,terminal_rl,hopfield,exact_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.38586183485251796,0.3048180058739243,0.05152364691644182,0.0,0.25,1.0,0.38586183485251796,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,terminal_rl,hopfield,hashed_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.3142701095119018,0.2690300090765034,0.04547437136413165,0.0,0.25,1.0,0.3142701095119018,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,terminal_rl,nearest,exact_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.39360497163292185,0.3226661285375055,0.05454053027805023,0.0,0.3333333333333333,1.0,0.39360497163292185,,,,,,,,,,,,,,,,,,,,,,,,
seen_transition_accuracy_by_condition,terminal_rl,nearest,hashed_pair,35,,,,,,,,,,,,,,,,,,,,,,,0.4013485885602123,0.3132406404641371,0.052947332008430194,0.0,0.3333333333333333,1.0,0.4013485885602123,,,,,,,,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,sparse_terminal_rl,hopfield,exact_pair,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13515848444641013,0.13069429992039494,0.041329166494961087,0.0,0.1071428571428571,0.3684210526315789,0.13515848444641013,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,sparse_terminal_rl,nearest,exact_pair,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10043933362818809,0.06056145310533014,0.019151213022232043,0.0,0.08834586466165409,0.2,0.10043933362818809,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,state_shaped_rl,hopfield,exact_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395400265369305,0.09409182986833756,0.04207914554258957,0.0,0.1428571428571428,0.2352941176470588,0.1395400265369305,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,state_shaped_rl,hopfield,hashed_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2949049093321539,0.24233812173605318,0.10837690274828685,0.0,0.4,0.5294117647058824,0.2949049093321539,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,state_shaped_rl,nearest,exact_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3215951643815421,0.15466422633948307,0.06916794475649952,0.1428571428571428,0.2631578947368421,0.5,0.3215951643815421,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,state_shaped_rl,nearest,hashed_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57281438891346,0.19499950905820274,0.08720643156664545,0.3333333333333333,0.5714285714285714,0.8571428571428571,0.57281438891346,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,supervised_baseline,hopfield,exact_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.44721359549995804,0.20000000000000004,0.0,0.0,1.0,0.2,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,supervised_baseline,hopfield,hashed_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47166150670794627,0.0323786155684422,0.014480157085673951,0.4210526315789473,0.4705882352941176,0.5,0.47166150670794627,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,supervised_baseline,nearest,exact_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.44721359549995804,0.20000000000000004,0.0,0.0,1.0,0.2,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,supervised_baseline,nearest,hashed_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5080642783429161,0.2143809833377968,0.09587409036531266,0.2857142857142857,0.5263157894736842,0.8235294117647058,0.5080642783429161,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,terminal_rl,hopfield,exact_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07815126050420165,0.08079909498528651,0.0361344537815126,0.0,0.0714285714285714,0.1764705882352941,0.07815126050420165,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,terminal_rl,hopfield,hashed_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01428571428571428,0.03194382824999698,0.014285714285714278,0.0,0.0,0.0714285714285714,0.01428571428571428,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,terminal_rl,nearest,exact_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09853752027126636,0.09009024501833446,0.040289582394121524,0.0,0.0714285714285714,0.2352941176470588,0.09853752027126636,,,,,,,,,,,,,,,,,
unseen_transition_accuracy_by_condition,terminal_rl,nearest,hashed_pair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.2683281572999748,0.12,0.0,0.0,0.6,0.12,,,,,,,,,,,,,,,,,
sparse_terminal_rl_by_write_fraction,,hopfield,,35,0.6159428571428571,0.1942981249125627,0.032842377391125034,0.397,0.5,1.0,0.6159428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
sparse_terminal_rl_by_write_fraction,,hopfield,,35,0.6312285714285715,0.20822952349218285,0.035197213547901986,0.364,0.5,1.0,0.6312285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
sparse_terminal_rl_by_write_fraction,,nearest,,35,0.6080857142857143,0.18501897699625164,0.03127391512277992,0.383,0.506,1.0,0.6080857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
sparse_terminal_rl_by_write_fraction,,nearest,,35,0.6342285714285715,0.20112449842211225,0.0339962451143174,0.387,0.519,1.0,0.6342285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4971428571428572,0.0675709580258414,0.00807627421926191,0.128,0.5,0.67,0.4971428571428572,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,0.5020571428571429,0.10428485038922927,0.01246442367053638,0.117,0.5,0.879,0.5020571428571429,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,0.48715714285714296,0.12459867583848529,0.014892390204733968,0.0,0.5,0.821,0.48715714285714296,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,0.5265142857142858,0.12005792597768009,0.014349666790587414,0.147,0.5,0.897,0.5265142857142858,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.5720142857142857,0.1684580963555723,0.020134593623818996,0.178,0.5,1.0,0.5720142857142857,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,0.5559428571428572,0.1644835471014677,0.01965954412604755,0.0,0.5,1.0,0.5559428571428572,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,0.5642714285714285,0.19254127518561706,0.023013084057957586,0.14,0.5,1.0,0.5642714285714285,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,0.5602714285714285,0.18208955603828425,0.021763864683795563,0.121,0.5,1.0,0.5602714285714285,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,0.562542857142857,0.17054046106799303,0.020383483811754362,0.125,0.5,1.0,0.562542857142857,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,0.5555857142857142,0.17942965137613315,0.02144594526876507,0.128,0.5,1.0,0.5555857142857142,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,0.5357428571428571,0.18953632864381537,0.022653924250329402,0.125,0.5,1.0,0.5357428571428571,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,0.5636571428571427,0.16712269949761643,0.019974983170874587,0.311,0.5,1.0,0.5636571428571427,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,0.5846142857142858,0.20677175632385222,0.0247139518760588,0.134,0.5,1.0,0.5846142857142858,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.0,0.5720571428571428,0.19734945726191774,0.02358777173560593,0.142,0.5,1.0,0.5720571428571428,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,0.5690571428571428,0.19186127882029505,0.02293180894694996,0.125,0.5,1.0,0.5690571428571428,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0,0.5951,0.18543276057820035,0.022163454055091996,0.117,0.5,1.0,0.5951,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,0.6128285714285716,0.20525565334434437,0.02453274291047831,0.266,0.507,1.0,0.6128285714285716,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.0,0.589957142857143,0.1957921432387859,0.023401637108189446,0.125,0.5,1.0,0.589957142857143,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,0.5772285714285715,0.18684351132048255,0.02233207101987354,0.128,0.5,1.0,0.5772285714285715,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.0,0.6056714285714286,0.20092508672684575,0.024015141198892028,0.278,0.5,1.0,0.6056714285714286,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,hopfield,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,0.6235857142857142,0.2000678502920869,0.02391268184771327,0.364,0.5,1.0,0.6235857142857142,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.48877142857142847,0.06665880491946977,0.007967251070379048,0.128,0.5,0.69,0.48877142857142847,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,0.5132857142857142,0.10981791818860664,0.013125751763656653,0.125,0.5,0.821,0.5132857142857142,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,0.5145571428571428,0.09940353064535437,0.011880994369617568,0.0,0.5,0.786,0.5145571428571428,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,0.5230142857142858,0.1035278430457927,0.012373943987101219,0.35,0.5,1.0,0.5230142857142858,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.5365142857142857,0.16446044789977757,0.019656783243376264,0.0,0.5,1.0,0.5365142857142857,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,0.5259571428571429,0.13953758370804886,0.01667793121252528,0.244,0.5,1.0,0.5259571428571429,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,0.5487285714285715,0.13344932506479174,0.015950245121380446,0.383,0.5,1.0,0.5487285714285715,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,0.5500142857142856,0.13189175325079788,0.015764079682062615,0.358,0.5,1.0,0.5500142857142856,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,0.5312571428571429,0.147740635026709,0.01765838337451536,0.213,0.5,1.0,0.5312571428571429,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,0.5405428571428571,0.1848130811069394,0.022089388191825165,0.129,0.5,1.0,0.5405428571428571,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,0.5645142857142856,0.17606617191956536,0.021043932581425236,0.14,0.5,1.0,0.5645142857142856,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,0.5486714285714287,0.18505633466036664,0.022118462552463015,0.117,0.5,1.0,0.5486714285714287,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,0.5791571428571429,0.1850707374135384,0.022120184010727423,0.273,0.5,1.0,0.5791571428571429,,,,,,,,
learning_curve_test_accuracy,sparse_terminal_rl,nearest,exact_pair,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.0,0.5474714285714287,0.19261358188213476,0.02302172636119003,0.125,0.5,1.0,0.5474714285714287,,,,,,,,
