summary_type,regime,feature_mode,register_type,output_mode,count,test_string_accuracy_mean,test_string_accuracy_std,test_string_accuracy_sem,test_string_accuracy_min,test_string_accuracy_median,test_string_accuracy_max,hidden_dim,write_fraction,unwritten_mode,test_string_accuracy,length_generalization_accuracy_mean,length_generalization_accuracy_std,length_generalization_accuracy_sem,length_generalization_accuracy_min,length_generalization_accuracy_median,length_generalization_accuracy_max,length_generalization_accuracy,transition_accuracy_autonomous_mean,transition_accuracy_autonomous_std,transition_accuracy_autonomous_sem,transition_accuracy_autonomous_min,transition_accuracy_autonomous_median,transition_accuracy_autonomous_max,transition_accuracy_autonomous,grammar_name,length,transition_coverage_train,topk_k,masked_topk_accuracy_mean,masked_topk_accuracy_std,masked_topk_accuracy_sem,masked_topk_accuracy_min,masked_topk_accuracy_median,masked_topk_accuracy_max,masked_topk_accuracy,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9317666666666667,0.15537165779762932,0.03474215886123344,0.5,1.0,1.0,64.0,1.0,random_noise,0.9317666666666667,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9317666666666667,0.15537165779762932,0.03474215886123344,0.5,1.0,1.0,64.0,1.0,random_noise,0.9317666666666667,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9406833333333335,0.1550774367969395,0.034676369045438395,0.5,1.0,1.0,128.0,1.0,random_noise,0.9406833333333335,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9406833333333335,0.1550774367969395,0.034676369045438395,0.5,1.0,1.0,128.0,1.0,random_noise,0.9406833333333335,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.975,0.11180339887498951,0.025000000000000005,0.5,1.0,1.0,256.0,1.0,random_noise,0.975,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.975,0.11180339887498951,0.025000000000000005,0.5,1.0,1.0,256.0,1.0,random_noise,0.975,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.6752,0.24452994411165976,0.054678557756789564,0.5,0.5006666666666667,1.0,4.0,0.5,keep_current,0.6752,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.6751833333333334,0.2445424292584057,0.054681349520472856,0.5,0.5006666666666667,1.0,4.0,0.5,keep_current,0.6751833333333334,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9501166666666666,0.15353812696769664,0.034332168903776335,0.5,1.0,1.0,32.0,1.0,random_noise,0.9501166666666666,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9501166666666666,0.15353812696769664,0.034332168903776335,0.5,1.0,1.0,32.0,1.0,random_noise,0.9501166666666666,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9751166666666666,0.11128164968023953,0.02488333333333333,0.5023333333333333,1.0,1.0,64.0,1.0,random_noise,0.9751166666666666,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9751166666666666,0.11128164968023953,0.02488333333333333,0.5023333333333333,1.0,1.0,64.0,1.0,random_noise,0.9751166666666666,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,128.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,128.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,256.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,256.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5561666666666667,0.15230964536159697,0.03405747206574163,0.5,0.5,1.0,6.0,0.5,keep_current,0.5561666666666667,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.625,0.22213082915965965,0.04966996338993914,0.5,0.5,1.0,6.0,0.5,keep_current,0.625,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.7861833333333333,0.2440028874098163,0.05456070429545768,0.5,1.0,1.0,32.0,1.0,random_noise,0.7861833333333333,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.7861833333333333,0.2440028874098163,0.05456070429545768,0.5,1.0,1.0,32.0,1.0,random_noise,0.7861833333333333,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.8111833333333334,0.2386946341302483,0.05337374277796766,0.5,1.0,1.0,64.0,1.0,random_noise,0.8111833333333334,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.8111833333333334,0.2386946341302483,0.05337374277796766,0.5,1.0,1.0,64.0,1.0,random_noise,0.8111833333333334,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9334,0.16392355228627778,0.03665442060253581,0.5,1.0,1.0,128.0,1.0,random_noise,0.9334,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9334,0.16392355228627778,0.03665442060253581,0.5,1.0,1.0,128.0,1.0,random_noise,0.9334,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9772166666666667,0.10189016417474042,0.022783333333333333,0.5443333333333333,1.0,1.0,256.0,1.0,random_noise,0.9772166666666667,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9772166666666667,0.10189016417474042,0.022783333333333333,0.5443333333333333,1.0,1.0,256.0,1.0,random_noise,0.9772166666666667,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5510833333333333,0.15353129383658076,0.0343306409692089,0.5,0.5016666666666667,1.0,6.0,0.5,keep_current,0.5510833333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.6262,0.22142310586943154,0.04951171165131816,0.5,0.5025,1.0,6.0,0.5,keep_current,0.6262,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.8499666666666666,0.23688186164050004,0.052968394526485794,0.4363333333333333,1.0,1.0,32.0,1.0,random_noise,0.8499666666666666,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.8499666666666666,0.23688186164050004,0.052968394526485794,0.4363333333333333,1.0,1.0,32.0,1.0,random_noise,0.8499666666666666,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9798333333333333,0.09018807509249151,0.020166666666666663,0.5966666666666667,1.0,1.0,64.0,1.0,random_noise,0.9798333333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9798333333333333,0.09018807509249151,0.020166666666666663,0.5966666666666667,1.0,1.0,64.0,1.0,random_noise,0.9798333333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9798333333333333,0.09018807509249151,0.020166666666666663,0.5966666666666667,1.0,1.0,128.0,1.0,random_noise,0.9798333333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9798333333333333,0.09018807509249151,0.020166666666666663,0.5966666666666667,1.0,1.0,128.0,1.0,random_noise,0.9798333333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,256.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,256.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,0.9973666666666666,0.0032801012678704915,0.0007334529408041666,0.9916666666666668,0.9993333333333332,1.0,63.0,1.0,random_noise,0.9973666666666666,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.9304833333333333,0.07492666785301182,0.016754112264688262,0.7143333333333334,0.9506666666666668,0.9933333333333332,63.0,0.3,random_noise,0.9304833333333333,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.51685,0.05426095437412285,0.012133118250455325,0.5,0.5,0.7176666666666667,63.0,0.5,keep_current,0.51685,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.9571,0.07397099953312664,0.016540418331967635,0.6933333333333334,0.9846666666666666,0.9993333333333332,63.0,0.5,random_noise,0.9571,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,0.9953833333333334,0.011807062511319183,0.0026401394389899075,0.9463333333333334,0.9993333333333332,1.0,63.0,1.0,random_noise,0.9953833333333334,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.9484666666666668,0.030827457951357093,0.006893229155275086,0.8923333333333333,0.9573333333333334,0.9903333333333332,63.0,0.3,random_noise,0.9484666666666668,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.5,0.0,0.0,0.5,0.5,0.5,63.0,0.5,keep_current,0.5,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.9545499999999999,0.06902506325042479,0.015434473357917242,0.7163333333333334,0.9781666666666666,0.9993333333333332,63.0,0.5,random_noise,0.9545499999999999,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.7229666666666668,0.19017160302340416,0.04252366317504362,0.4933333333333333,0.7226666666666667,0.9943333333333332,32.0,1.0,random_noise,0.7229666666666668,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.7281666666666665,0.18107739613715695,0.04049013669513408,0.5,0.7226666666666667,0.991,32.0,1.0,random_noise,0.7281666666666665,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.8700166666666667,0.15439462899333092,0.034523688578994786,0.5,0.9848333333333332,0.9996666666666668,64.0,1.0,random_noise,0.8700166666666667,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.8681166666666668,0.15207582269365902,0.03400518772772267,0.5,0.969,0.9993333333333332,64.0,1.0,random_noise,0.8681166666666668,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9003500000000001,0.12758707495630753,0.028529337265266463,0.6343333333333333,0.992,1.0,128.0,1.0,random_noise,0.9003500000000001,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.8926833333333333,0.12845835673557668,0.02872416179386674,0.654,0.9913333333333334,1.0,128.0,1.0,random_noise,0.8926833333333333,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9463166666666666,0.10337251520875747,0.023114797101191256,0.7413333333333333,0.9961666666666666,1.0,256.0,1.0,random_noise,0.9463166666666666,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9461333333333334,0.10017419915047286,0.0223996318892059,0.7413333333333333,0.9973333333333334,1.0,256.0,1.0,random_noise,0.9461333333333334,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,0.575,0.18317377426626164,0.04095890109545627,0.5,0.5,1.0,12.0,1.0,random_noise,0.575,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5578000000000001,0.05651759545921277,0.012637718537163318,0.5,0.5609999999999999,0.6663333333333333,12.0,0.3,random_noise,0.5578000000000001,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5222833333333333,0.06863372357446378,0.015346967146143085,0.5,0.5,0.7306666666666667,12.0,0.5,keep_current,0.5222833333333333,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5700500000000001,0.09949970025521279,0.022248809351150898,0.5,0.53,0.8296666666666667,12.0,0.5,random_noise,0.5700500000000001,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,0.55,0.1538967528127731,0.03441236008058426,0.5,0.5,1.0,12.0,1.0,random_noise,0.55,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.5445333333333333,0.06841842370118145,0.015298824630922447,0.5,0.5,0.6943333333333334,12.0,0.3,random_noise,0.5445333333333333,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.5,0.0,0.0,0.5,0.5,0.5,12.0,0.5,keep_current,0.5,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.5618666666666666,0.0915399379173819,0.020468952383937644,0.5,0.5,0.785,12.0,0.5,random_noise,0.5618666666666666,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.5219666666666667,0.06226719448290513,0.013923367963197573,0.5,0.5,0.7586666666666667,32.0,1.0,random_noise,0.5219666666666667,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.5171166666666667,0.05984583263862678,0.013381934995004507,0.5,0.5,0.7586666666666667,32.0,1.0,random_noise,0.5171166666666667,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.5448999999999999,0.11582064678727286,0.02589828394143347,0.5,0.5,0.9313333333333332,64.0,1.0,random_noise,0.5448999999999999,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.5338,0.10835162598595909,0.024228160117723718,0.5,0.5,0.9313333333333332,64.0,1.0,random_noise,0.5338,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.575,0.18317377426626164,0.04095890109545627,0.5,0.5,1.0,128.0,1.0,random_noise,0.575,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.55,0.1538967528127731,0.03441236008058426,0.5,0.5,1.0,128.0,1.0,random_noise,0.55,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.575,0.18317377426626164,0.04095890109545627,0.5,0.5,1.0,256.0,1.0,random_noise,0.575,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.55,0.1538967528127731,0.03441236008058426,0.5,0.5,1.0,256.0,1.0,random_noise,0.55,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.7,0.2513123449750173,0.05619514869490164,0.5,0.5,1.0,4.0,0.5,keep_current,0.7,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.65,0.2350811729908136,0.05256574830378467,0.5,0.5,1.0,4.0,0.5,keep_current,0.65,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,32.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,32.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,64.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,64.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,128.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
