experiment,seed,num_states,num_inputs,state_dim,input_dim,register_type,transition_accuracy,mean_abs_overlap
exp01_transition_accuracy,8,64,2,64,16,nearest,1.0,0.09908234126984126
exp01_transition_accuracy,8,64,2,64,16,hopfield,0.3984375,0.09908234126984126
exp01_transition_accuracy,8,64,2,128,16,nearest,1.0,0.0711883060515873
exp01_transition_accuracy,8,64,2,128,16,hopfield,0.3671875,0.0711883060515873
exp01_transition_accuracy,8,64,2,256,16,nearest,1.0,0.05096338665674603
exp01_transition_accuracy,8,64,2,256,16,hopfield,0.6015625,0.05096338665674603
exp01_transition_accuracy,8,64,2,512,16,nearest,1.0,0.03552633618551587
exp01_transition_accuracy,8,64,2,512,16,hopfield,0.984375,0.03552633618551587
exp01_transition_accuracy,8,64,4,64,16,nearest,1.0,0.09985739087301587
exp01_transition_accuracy,8,64,4,64,16,hopfield,0.41796875,0.09985739087301587
exp01_transition_accuracy,8,64,4,128,16,nearest,1.0,0.07132006448412699
exp01_transition_accuracy,8,64,4,128,16,hopfield,0.4609375,0.07132006448412699
exp01_transition_accuracy,8,64,4,256,16,nearest,1.0,0.05091688368055555
exp01_transition_accuracy,8,64,4,256,16,hopfield,0.62890625,0.05091688368055555
exp01_transition_accuracy,8,64,4,512,16,nearest,1.0,0.03534807477678571
exp01_transition_accuracy,8,64,4,512,16,hopfield,1.0,0.03534807477678571
exp01_transition_accuracy,8,64,8,64,16,nearest,1.0,0.0994233630952381
exp01_transition_accuracy,8,64,8,64,16,hopfield,0.435546875,0.0994233630952381
exp01_transition_accuracy,8,64,8,128,16,nearest,1.0,0.07067677331349206
exp01_transition_accuracy,8,64,8,128,16,hopfield,0.408203125,0.07067677331349206
exp01_transition_accuracy,8,64,8,256,16,nearest,1.0,0.05102151537698413
exp01_transition_accuracy,8,64,8,256,16,hopfield,0.662109375,0.05102151537698413
exp01_transition_accuracy,8,64,8,512,16,nearest,1.0,0.03600686693948413
exp01_transition_accuracy,8,64,8,512,16,hopfield,1.0,0.03600686693948413
exp01_transition_accuracy,9,4,2,64,16,nearest,1.0,0.19270833333333334
exp01_transition_accuracy,9,4,2,64,16,hopfield,1.0,0.19270833333333334
exp01_transition_accuracy,9,4,2,128,16,nearest,1.0,0.06510416666666667
exp01_transition_accuracy,9,4,2,128,16,hopfield,1.0,0.06510416666666667
exp01_transition_accuracy,9,4,2,256,16,nearest,1.0,0.022135416666666668
exp01_transition_accuracy,9,4,2,256,16,hopfield,1.0,0.022135416666666668
exp01_transition_accuracy,9,4,2,512,16,nearest,1.0,0.035807291666666664
exp01_transition_accuracy,9,4,2,512,16,hopfield,1.0,0.035807291666666664
exp01_transition_accuracy,9,4,4,64,16,nearest,1.0,0.17708333333333334
exp01_transition_accuracy,9,4,4,64,16,hopfield,1.0,0.17708333333333334
exp01_transition_accuracy,9,4,4,128,16,nearest,1.0,0.08333333333333333
exp01_transition_accuracy,9,4,4,128,16,hopfield,1.0,0.08333333333333333
exp01_transition_accuracy,9,4,4,256,16,nearest,1.0,0.024739583333333332
exp01_transition_accuracy,9,4,4,256,16,hopfield,1.0,0.024739583333333332
exp01_transition_accuracy,9,4,4,512,16,nearest,1.0,0.036458333333333336
exp01_transition_accuracy,9,4,4,512,16,hopfield,1.0,0.036458333333333336
exp01_transition_accuracy,9,4,8,64,16,nearest,1.0,0.15625
exp01_transition_accuracy,9,4,8,64,16,hopfield,1.0,0.15625
exp01_transition_accuracy,9,4,8,128,16,nearest,1.0,0.09114583333333333
exp01_transition_accuracy,9,4,8,128,16,hopfield,1.0,0.09114583333333333
exp01_transition_accuracy,9,4,8,256,16,nearest,1.0,0.018229166666666668
exp01_transition_accuracy,9,4,8,256,16,hopfield,1.0,0.018229166666666668
exp01_transition_accuracy,9,4,8,512,16,nearest,1.0,0.030598958333333332
exp01_transition_accuracy,9,4,8,512,16,hopfield,1.0,0.030598958333333332
exp01_transition_accuracy,9,8,2,64,16,nearest,1.0,0.15178571428571427
exp01_transition_accuracy,9,8,2,64,16,hopfield,0.6875,0.15178571428571427
exp01_transition_accuracy,9,8,2,128,16,nearest,1.0,0.07087053571428571
exp01_transition_accuracy,9,8,2,128,16,hopfield,1.0,0.07087053571428571
exp01_transition_accuracy,9,8,2,256,16,nearest,1.0,0.053013392857142856
exp01_transition_accuracy,9,8,2,256,16,hopfield,1.0,0.053013392857142856
exp01_transition_accuracy,9,8,2,512,16,nearest,1.0,0.0322265625
exp01_transition_accuracy,9,8,2,512,16,hopfield,1.0,0.0322265625
exp01_transition_accuracy,9,8,4,64,16,nearest,1.0,0.11941964285714286
exp01_transition_accuracy,9,8,4,64,16,hopfield,1.0,0.11941964285714286
exp01_transition_accuracy,9,8,4,128,16,nearest,1.0,0.06696428571428571
exp01_transition_accuracy,9,8,4,128,16,hopfield,1.0,0.06696428571428571
exp01_transition_accuracy,9,8,4,256,16,nearest,1.0,0.05385044642857143
exp01_transition_accuracy,9,8,4,256,16,hopfield,1.0,0.05385044642857143
exp01_transition_accuracy,9,8,4,512,16,nearest,1.0,0.0341796875
exp01_transition_accuracy,9,8,4,512,16,hopfield,1.0,0.0341796875
exp01_transition_accuracy,9,8,8,64,16,nearest,1.0,0.10044642857142858
exp01_transition_accuracy,9,8,8,64,16,hopfield,1.0,0.10044642857142858
exp01_transition_accuracy,9,8,8,128,16,nearest,1.0,0.0625
exp01_transition_accuracy,9,8,8,128,16,hopfield,1.0,0.0625
exp01_transition_accuracy,9,8,8,256,16,nearest,1.0,0.050502232142857144
exp01_transition_accuracy,9,8,8,256,16,hopfield,1.0,0.050502232142857144
exp01_transition_accuracy,9,8,8,512,16,nearest,1.0,0.03948102678571429
exp01_transition_accuracy,9,8,8,512,16,hopfield,1.0,0.03948102678571429
exp01_transition_accuracy,9,16,2,64,16,nearest,1.0,0.09635416666666667
exp01_transition_accuracy,9,16,2,64,16,hopfield,0.78125,0.09635416666666667
exp01_transition_accuracy,9,16,2,128,16,nearest,1.0,0.07044270833333334
exp01_transition_accuracy,9,16,2,128,16,hopfield,1.0,0.07044270833333334
exp01_transition_accuracy,9,16,2,256,16,nearest,1.0,0.05123697916666667
exp01_transition_accuracy,9,16,2,256,16,hopfield,1.0,0.05123697916666667
exp01_transition_accuracy,9,16,2,512,16,nearest,1.0,0.031217447916666665
exp01_transition_accuracy,9,16,2,512,16,hopfield,1.0,0.031217447916666665
exp01_transition_accuracy,9,16,4,64,16,nearest,1.0,0.0921875
exp01_transition_accuracy,9,16,4,64,16,hopfield,0.9375,0.0921875
exp01_transition_accuracy,9,16,4,128,16,nearest,1.0,0.06575520833333333
exp01_transition_accuracy,9,16,4,128,16,hopfield,1.0,0.06575520833333333
exp01_transition_accuracy,9,16,4,256,16,nearest,1.0,0.050065104166666666
exp01_transition_accuracy,9,16,4,256,16,hopfield,1.0,0.050065104166666666
exp01_transition_accuracy,9,16,4,512,16,nearest,1.0,0.03277994791666667
exp01_transition_accuracy,9,16,4,512,16,hopfield,1.0,0.03277994791666667
exp01_transition_accuracy,9,16,8,64,16,nearest,1.0,0.08854166666666667
exp01_transition_accuracy,9,16,8,64,16,hopfield,1.0,0.08854166666666667
exp01_transition_accuracy,9,16,8,128,16,nearest,1.0,0.062890625
exp01_transition_accuracy,9,16,8,128,16,hopfield,1.0,0.062890625
exp01_transition_accuracy,9,16,8,256,16,nearest,1.0,0.0486328125
exp01_transition_accuracy,9,16,8,256,16,hopfield,1.0,0.0486328125
exp01_transition_accuracy,9,16,8,512,16,nearest,1.0,0.031575520833333336
exp01_transition_accuracy,9,16,8,512,16,hopfield,1.0,0.031575520833333336
exp01_transition_accuracy,9,32,2,64,16,nearest,1.0,0.10061743951612903
exp01_transition_accuracy,9,32,2,64,16,hopfield,0.328125,0.10061743951612903
exp01_transition_accuracy,9,32,2,128,16,nearest,1.0,0.06637474798387097
exp01_transition_accuracy,9,32,2,128,16,hopfield,0.828125,0.06637474798387097
exp01_transition_accuracy,9,32,2,256,16,nearest,1.0,0.04991494455645161
exp01_transition_accuracy,9,32,2,256,16,hopfield,1.0,0.04991494455645161
exp01_transition_accuracy,9,32,2,512,16,nearest,1.0,0.035242880544354836
exp01_transition_accuracy,9,32,2,512,16,hopfield,1.0,0.035242880544354836
exp01_transition_accuracy,9,32,4,64,16,nearest,1.0,0.0987273185483871
exp01_transition_accuracy,9,32,4,64,16,hopfield,0.21875,0.0987273185483871
exp01_transition_accuracy,9,32,4,128,16,nearest,1.0,0.06574470766129033
exp01_transition_accuracy,9,32,4,128,16,hopfield,0.734375,0.06574470766129033
exp01_transition_accuracy,9,32,4,256,16,nearest,1.0,0.049300655241935484
exp01_transition_accuracy,9,32,4,256,16,hopfield,1.0,0.049300655241935484
exp01_transition_accuracy,9,32,4,512,16,nearest,1.0,0.03410880796370968
exp01_transition_accuracy,9,32,4,512,16,hopfield,1.0,0.03410880796370968
exp01_transition_accuracy,9,32,8,64,16,nearest,1.0,0.09923135080645161
exp01_transition_accuracy,9,32,8,64,16,hopfield,0.140625,0.09923135080645161
exp01_transition_accuracy,9,32,8,128,16,nearest,1.0,0.06653225806451613
exp01_transition_accuracy,9,32,8,128,16,hopfield,0.71484375,0.06653225806451613
exp01_transition_accuracy,9,32,8,256,16,nearest,1.0,0.05005670362903226
exp01_transition_accuracy,9,32,8,256,16,hopfield,1.0,0.05005670362903226
exp01_transition_accuracy,9,32,8,512,16,nearest,1.0,0.03581779233870968
exp01_transition_accuracy,9,32,8,512,16,hopfield,1.0,0.03581779233870968
exp01_transition_accuracy,9,64,2,64,16,nearest,1.0,0.09785776289682539
exp01_transition_accuracy,9,64,2,64,16,hopfield,0.15625,0.09785776289682539
exp01_transition_accuracy,9,64,2,128,16,nearest,1.0,0.06989397321428571
exp01_transition_accuracy,9,64,2,128,16,hopfield,0.6015625,0.06989397321428571
exp01_transition_accuracy,9,64,2,256,16,nearest,1.0,0.05044410342261905
exp01_transition_accuracy,9,64,2,256,16,hopfield,0.59375,0.05044410342261905
exp01_transition_accuracy,9,64,2,512,16,nearest,1.0,0.03521244109623016
exp01_transition_accuracy,9,64,2,512,16,hopfield,1.0,0.03521244109623016
exp01_transition_accuracy,9,64,4,64,16,nearest,1.0,0.09802827380952381
exp01_transition_accuracy,9,64,4,64,16,hopfield,0.30859375,0.09802827380952381
exp01_transition_accuracy,9,64,4,128,16,nearest,1.0,0.07023499503968254
exp01_transition_accuracy,9,64,4,128,16,hopfield,0.62109375,0.07023499503968254
exp01_transition_accuracy,9,64,4,256,16,nearest,1.0,0.05040922619047619
exp01_transition_accuracy,9,64,4,256,16,hopfield,0.54296875,0.05040922619047619
exp01_transition_accuracy,9,64,4,512,16,nearest,1.0,0.03467765687003968
exp01_transition_accuracy,9,64,4,512,16,hopfield,1.0,0.03467765687003968
exp01_transition_accuracy,9,64,8,64,16,nearest,1.0,0.09773375496031746
exp01_transition_accuracy,9,64,8,64,16,hopfield,0.326171875,0.09773375496031746
exp01_transition_accuracy,9,64,8,128,16,nearest,1.0,0.06997922867063493
exp01_transition_accuracy,9,64,8,128,16,hopfield,0.5703125,0.06997922867063493
exp01_transition_accuracy,9,64,8,256,16,nearest,1.0,0.050416976686507936
exp01_transition_accuracy,9,64,8,256,16,hopfield,0.671875,0.050416976686507936
exp01_transition_accuracy,9,64,8,512,16,nearest,1.0,0.03510393415178571
exp01_transition_accuracy,9,64,8,512,16,hopfield,1.0,0.03510393415178571
