row_type,seed,grammar,condition,cleanup,feature_type,state_dim,num_states,feature_dim,episodes,eta,alpha,gamma,lambda,noise_start,noise_end,write_fraction,final_test_accuracy,final_return,state_tracking_accuracy,transition_accuracy,seen_transition_accuracy,unseen_transition_accuracy,episodes_to_80,episodes_to_90,episode,mean_train_return,test_accuracy,avg_td_error,avg_trace_norm,state_id,symbol,seen_in_training,true_next_state,pred_next_state,correct
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20703795536906353,0.25,nan,nan,nan,nan,2750,0.0,0.49,0.29329783902424333,1.3184762737992832,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13551401869158877,0.25,nan,nan,nan,nan,3000,0.104,0.419,0.3068465987844193,1.2927400288253954,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1606904444020599,0.4166666666666667,nan,nan,nan,nan,3250,0.048,0.5,0.3180712527586491,1.2911560779205198,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13951935914552738,0.3333333333333333,nan,nan,nan,nan,3500,0.088,0.739,0.31504908989957187,1.2921832663380557,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1266450505435819,0.3333333333333333,nan,nan,nan,nan,3750,0.192,0.5,0.3090289290616181,1.3153930248143237,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07800877360289911,0.25,nan,nan,nan,nan,4000,0.08,0.438,0.3159060506920616,1.295857952869544,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16507724585161168,0.25,nan,nan,nan,nan,4250,0.184,0.656,0.3206642858182165,1.2741862122231415,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1824337211520122,0.3333333333333333,nan,nan,nan,nan,4500,0.16,0.602,0.3103598371670448,1.3168377827369928,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1884417318329201,0.3333333333333333,nan,nan,nan,nan,4750,0.216,0.5,0.32091330501075865,1.3077764301495267,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20341407591073812,0.5,nan,nan,nan,nan,5000,0.128,0.5,0.31071506657913733,1.3132117435344486,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21485790577913408,0.08333333333333333,nan,nan,nan,nan,1,1.0,0.5,0.5,1.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41235933625786764,0.4166666666666667,nan,nan,nan,nan,250,-0.012048192771084338,0.4,0.29707043139542905,1.3032954120283262,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4428762159069235,0.5,nan,nan,nan,nan,500,0.12,0.52,0.2876464855321052,1.326095209660648,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5522601563990082,0.3333333333333333,nan,nan,nan,nan,750,0.016,0.65,0.2926736039504459,1.329960180251997,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49046347510967003,0.4166666666666667,nan,nan,nan,nan,1000,0.064,0.504,0.2938800859398644,1.3252240604627537,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4445927903871829,0.4166666666666667,nan,nan,nan,nan,1250,0.128,0.426,0.26613416380094207,1.3791128704470323,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.55664695784856,0.3333333333333333,nan,nan,nan,nan,1500,0.016,0.6,0.2908573286608056,1.3308151936585177,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7343124165554072,0.5,nan,nan,nan,nan,1750,0.024,0.727,0.25559135354839085,1.4118795619277984,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6952126645050544,0.6666666666666666,nan,nan,nan,nan,2000,0.08,0.5,0.32891277696103277,1.2644283886343675,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5949837879076865,0.5,nan,nan,nan,nan,2250,-0.016,0.503,0.2610007575785719,1.393515850485363,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5926950219340072,0.4166666666666667,nan,nan,nan,nan,2500,-0.008,0.705,0.27752090332240903,1.3651556171657413,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.779420179286668,0.5,nan,nan,nan,nan,2750,0.144,0.5,0.29338129331719237,1.3436811539153364,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7343124165554072,0.5,nan,nan,nan,nan,3000,0.136,0.273,0.307197351765141,1.3140226546882294,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.779420179286668,0.4166666666666667,nan,nan,nan,nan,3250,0.032,0.417,0.31816456733317017,1.3347457238424656,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5949837879076865,0.4166666666666667,nan,nan,nan,nan,3500,0.248,0.341,0.31410667005298953,1.3609509773676443,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7696929238985314,0.5,nan,nan,nan,nan,3750,0.16,0.718,0.30862301222098154,1.3945534949370286,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7696929238985314,0.5,nan,nan,nan,nan,4000,0.264,0.718,0.3142748711143368,1.4118383194639927,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7259202746519169,0.5,nan,nan,nan,nan,4250,0.32,0.729,0.31984509905842196,1.385166715990074,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7259202746519169,0.5833333333333334,nan,nan,nan,nan,4500,0.36,0.5,0.30938756684216256,1.4290365252757489,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7259202746519169,0.5,nan,nan,nan,nan,4750,0.352,0.813,0.31964575300262044,1.3835962120877385,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7259202746519169,0.5,nan,nan,nan,nan,5000,0.184,0.813,0.3096962173976999,1.3830460366412,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1588785046728972,0.3333333333333333,nan,nan,nan,nan,1,1.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,250,0.8634538152610441,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,500,0.808,0.92,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,750,0.952,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,1000,0.904,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,1250,0.792,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,1500,0.936,0.92,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,1750,0.92,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,2000,0.888,0.92,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,2250,0.888,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,2500,0.856,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,2750,0.936,0.92,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,3000,0.872,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,3250,0.856,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,3500,0.888,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,3750,0.888,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,4000,0.904,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,4250,0.888,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,4500,0.808,0.92,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,4750,0.824,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,supervised_baseline,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,5000,0.872,0.939,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7228685866870113,0.4166666666666667,nan,nan,nan,nan,1,0.0,0.5,1.000001220703125,1.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8725920274651917,0.75,nan,nan,nan,nan,250,-0.07228915662650602,0.83,1.0001283011185313,1.3666133779002505,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9120732405111577,0.9166666666666666,nan,nan,nan,nan,500,2.756,0.832,0.9951004642735072,1.430376899415296,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,750,4.38,1.0,0.9851114492077598,1.414415371736292,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1000,5.852,1.0,0.9776623356804092,1.3933752560098525,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1250,6.428,1.0,0.9722031436212092,1.4324984288509086,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1500,6.276,1.0,0.9614652172828521,1.3866860025022036,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1750,6.792,1.0,0.9582024888884507,1.4872862677127467,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,2000,5.632,1.0,0.9389130438232358,1.314494947137846,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,2250,6.624,0.92,0.9418904651734238,1.4471239171910115,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,2500,6.12,0.92,0.9319235507529504,1.4204561540550449,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.864104520312798,0.9166666666666666,nan,nan,nan,nan,2750,5.908,0.92,0.9236068097154199,1.3816878152236403,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,3000,4.784,0.857,0.9246588052410443,1.3418259263423895,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,3250,5.116,0.857,0.9135016813065647,1.3635525494718495,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,3500,5.116,0.857,0.9067424532002151,1.354972262410839,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,3750,4.348,0.857,0.9100426036341268,1.3677448464477244,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,4000,3.524,0.857,0.9005723176979945,1.361859628889874,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,4250,4.216,0.857,0.8880803791090004,1.316330978278929,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,4500,4.028,0.857,0.8981918752800747,1.3614378861188938,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,4750,4.448,0.857,0.879339102990922,1.3321613705905442,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,state_shaped_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7819950410070571,0.8333333333333334,nan,nan,nan,nan,5000,3.768,0.857,0.8855060271597716,1.3437406698110164,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11825290864009155,0.25,nan,nan,nan,nan,1,1.0,0.5,0.5,1.0,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5659927522410834,0.5833333333333334,nan,nan,nan,nan,250,0.04417670682730924,0.539,0.29713599943604496,1.3152398257800466,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30459660499713903,0.4166666666666667,nan,nan,nan,nan,500,-0.064,0.603,0.2877391634667583,1.327166835109073,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4496471485790578,0.25,nan,nan,nan,nan,750,0.056,0.628,0.2926321687752265,1.333045999674341,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5064848369254243,0.25,nan,nan,nan,nan,1000,0.072,0.5,0.2937901623156836,1.3338773815067806,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5064848369254243,0.25,nan,nan,nan,nan,1250,0.12,0.576,0.2659040579286295,1.3860228064012972,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5427236315086782,0.3333333333333333,nan,nan,nan,nan,1500,0.128,0.539,0.2903649455827582,1.3503324503748586,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7516688918558078,0.5,nan,nan,nan,nan,1750,0.168,0.539,0.25540812244517175,1.4499051524027797,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7516688918558078,0.5,nan,nan,nan,nan,2000,0.256,0.642,0.32814753571854727,1.3632270083989961,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7516688918558078,0.5,nan,nan,nan,nan,2250,0.152,0.642,0.2603459400216533,1.5246039035899792,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7516688918558078,0.5833333333333334,nan,nan,nan,nan,2500,0.168,0.642,0.2767726760423254,1.4908450223553618,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7516688918558078,0.5833333333333334,nan,nan,nan,nan,2750,0.344,0.642,0.2925222128280685,1.457241876912324,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7516688918558078,0.5833333333333334,nan,nan,nan,nan,3000,0.232,0.642,0.3066274266211192,1.405014466421601,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7457562464238031,0.5833333333333334,nan,nan,nan,nan,3250,0.16,0.5,0.3174343483870511,1.4113038445349548,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7705512111386611,0.6666666666666666,nan,nan,nan,nan,3500,0.224,0.77,0.3150344673441402,1.3827134205274592,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7705512111386611,0.6666666666666666,nan,nan,nan,nan,3750,0.312,0.77,0.30915930588410234,1.374909005227606,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7705512111386611,0.6666666666666666,nan,nan,nan,nan,4000,0.264,0.77,0.31554314976814485,1.3538859585359164,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7705512111386611,0.6666666666666666,nan,nan,nan,nan,4250,0.376,0.77,0.3203444406615679,1.3288902225474049,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7705512111386611,0.6666666666666666,nan,nan,nan,nan,4500,0.24,0.5,0.3104011377749404,1.3569404771092946,nan,nan,nan,nan,nan,nan
learning_curve,1,tier_alternating_12,terminal_rl,nearest,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7655922181956895,0.5833333333333334,nan,nan,nan,nan,4750,0.272,0.845,0.3219744149969524,1.329857105235496,nan,nan,nan,nan,nan,nan
